3259	2182	2
3168	2045	2
1970	2355	1
3002	2612	3
2186	2306	1
1919	2204	4
1799	2567	5
1804	2098	4
3150	2163	2
3184	2129	2
3251	2423	3
3295	2108	2
3264	2463	3
1882	2173	4
3137	2181	2
3186	2246	2
1879	2018	4
1788	2174	4
2099	2455	1
1878	1846	4
2062	2348	1
3331	2599	3
3162	2240	2
1827	2608	5
2237	2386	1
1771	2576	5
3238	2129	2
2089	2408	1
3221	2648	3
2047	2352	1
1839	2056	4
3197	2051	2
3208	2191	2
2093	2467	1
2141	2441	1
3216	2529	3
2111	2456	1
3150	2587	3
1837	2568	5
3161	2092	2
2085	2348	1
1898	2441	5
1716	2230	4
1998	2245	4
2090	2395	1
3180	2122	2
3091	2436	3
3203	2166	2
3126	2101	2
3272	2081	2
2052	2329	1
1902	2052	4
2169	2399	1
3173	2052	2
3214	2114	2
2092	2418	1
2125	2351	1
2092	2271	1
1819	1926	4
3157	2148	2
1851	2098	4
3187	2199	2
2017	2267	4
1731	2160	4
3132	2050	2
3210	2643	3
1756	2227	4
1876	2157	4
1869	1977	4
2125	2345	1
1978	2636	5
1847	2440	5
2081	2348	1
3189	2109	2
1845	2446	5
3231	2550	3
3140	2633	3
1875	2263	4
2108	2471	1
1883	2584	5
2103	2311	1
2029	2346	1
3194	2129	2
3293	2173	2
3402	2646	3
2151	2287	1
1856	2203	4
3325	2592	3
1837	2451	5
3173	2197	2
2084	2391	1
3096	2541	3
3129	2152	2
3255	2601	3
2096	2411	1
3127	2527	3
1908	2689	5
1837	2528	5
1737	2550	5
3364	2577	3
3066	2602	3
1710	2031	4
1851	2089	4
2095	2351	1
3306	2556	3
2137	2369	1
3131	2607	3
3294	2710	3
3139	2565	3
1831	2503	5
1898	2524	5
2163	2365	1
1886	2083	4
3368	2482	3
2021	2492	5
1894	2603	5
1873	2565	5
2118	2345	1
1908	2461	5
2111	2292	1
3111	2142	2
3217	2067	2
1812	2616	5
2145	2383	1
2166	2319	1
1833	2455	5
2053	2305	1
3219	2110	2
3415	2505	3
3226	2112	2
3284	2064	2
2031	2376	1
1885	2647	5
3170	2149	2
1783	1950	4
3269	2142	2
2104	2323	1
3176	2133	2
1863	2675	5
3069	2456	3
2051	2252	1
1815	2522	5
1824	1920	4
1936	2223	4
1851	2477	5
1868	2599	5
1740	2527	5
3442	2656	3
3175	2073	2
3173	2802	3
1799	2154	4
3267	2546	3
3314	2033	2
3043	2401	3
1779	2079	4
1959	2558	5
1978	2120	4
3258	2149	2
1937	2690	5
1827	2197	4
3327	2522	3
3075	2624	3
1799	2582	5
1834	2563	5
1998	2417	1
1916	2516	5
3233	2156	2
3163	2090	2
3158	2058	2
1904	1938	4
2140	2382	1
3261	2125	2
3176	2096	2
3180	2448	3
2058	2355	1
3258	2220	2
1881	2473	5
3185	2548	3
1660	2452	5
1977	2201	4
2095	2373	1
3047	2799	3
3095	2681	3
1704	2594	5
1775	2418	5
2113	2266	1
1939	2618	5
1816	2164	4
3092	2711	3
1920	2727	5
3287	2635	3
1883	1904	4
1790	2543	5
1812	2484	5
3140	2610	3
3015	2662	3
1671	2590	5
3172	2146	2
1880	2216	4
1744	2575	5
2072	2418	1
1792	2557	5
2192	2344	1
2110	2251	1
3162	2723	3
1888	2617	5
1815	2452	5
3085	2383	3
1935	2435	5
3111	2176	2
1849	2101	4
2166	2290	1
3140	2119	2
1775	2532	5
1718	2662	5
1920	2158	4
3160	2586	3
1815	2652	5
2206	2322	1
3263	2588	3
3299	2405	3
2094	2302	1
1898	2567	5
3282	2217	2
1857	2509	5
1913	2680	5
1846	1999	4
1872	2620	5
3201	2149	2
2130	2431	1
3141	2184	2
3188	2115	2
1829	2543	5
1817	2458	5
1711	2616	5
1978	2058	4
1864	2178	4
3240	2663	3
1841	2531	5
1647	2524	5
3368	2536	3
1809	2556	5
1954	2123	4
1821	2166	4
3221	2631	3
1849	2542	5
3269	2160	2
2135	2297	1
2141	2287	1
1879	2453	5
3144	2571	3
3227	2080	2
3210	2110	2
1927	2097	4
1674	2122	4
2128	2398	1
2037	2037	4
2111	2224	4
1794	2188	4
3240	2060	2
2044	2422	1
1873	2196	4
3124	2093	2
2163	2394	1
3137	2468	3
1814	2134	4
3146	2122	2
2126	2400	1
1728	2059	4
2036	2387	1
2103	2455	1
2175	2403	1
1960	2495	5
3204	2163	2
3282	2064	2
2153	2324	1
3269	2139	2
2034	2346	1
1873	2545	5
2184	2242	1
2038	2031	4
3227	2670	3
2066	2348	1
2082	2348	1
3237	2127	2
3190	2122	2
3227	2077	2
1759	2045	4
2076	2369	1
2064	2381	1
3154	2577	3
3171	2087	2
1825	2114	4
3205	2094	2
1844	2107	4
1771	2580	5
3186	2202	2
3179	2176	2
1830	2231	4
2116	2289	1
3315	2588	3
1803	2801	5
3192	2139	2
1739	2238	4
3182	2570	3
1867	2592	5
1931	2175	4
2255	2334	1
1840	2542	5
2056	2415	1
1897	2574	5
3130	2014	2
1975	2395	1
1808	2554	5
1850	2270	4
3241	2117	2
1892	2550	5
3224	2120	2
3226	2089	2
3263	2721	3
1885	2107	4
3106	2600	3
1795	2209	4
3018	2526	3
1851	2371	4
2147	2306	1
1910	2571	5
2009	2417	1
1843	2331	4
1900	2198	4
3066	2262	2
1865	2569	5
1848	2542	5
3327	2536	3
1985	2514	5
3029	2560	3
3033	2522	3
1962	2138	4
3189	2182	2
3234	2539	3
1847	2118	4
3228	2082	2
3218	2522	3
2204	2450	1
1865	2507	5
1895	2091	4
2102	2351	1
3131	2663	3
2154	2296	1
3302	2609	3
1782	2565	5
1856	2076	4
3255	2097	2
1828	1961	4
1866	2457	5
3151	2138	2
1736	2609	5
3176	2103	2
1944	2166	4
2208	2355	1
3207	2421	3
1812	2491	5
3132	2564	3
1874	2070	4
3251	2534	3
2115	2297	1
3143	2640	3
3236	2174	2
1860	2520	5
1818	2170	4
1842	2580	5
3250	2621	3
1866	2431	5
1867	2651	5
3165	2586	3
3135	2579	3
3189	2149	2
3273	2649	3
2148	2478	1
1931	2170	4
3200	2179	2
3267	2472	3
3239	2113	2
1874	2622	5
3159	2129	2
1807	2231	4
3209	2107	2
3139	2122	2
1791	2025	4
3372	2693	3
2979	2511	3
3202	2166	2
2183	2412	1
2117	2357	1
1903	2434	5
1837	1970	4
1777	2267	4
1696	2042	4
2206	2417	1
1863	1927	4
2086	2395	1
1774	2532	5
1908	2458	5
1852	2539	5
3376	2593	3
2019	2172	4
2087	2385	1
1910	2559	5
1643	2171	4
3207	2142	2
2991	2442	3
2027	2459	1
1810	2258	4
1756	2562	5
3193	2011	2
2062	2388	1
2081	2365	1
3305	2532	3
1864	2659	5
2101	2399	1
3274	2577	3
3154	2635	3
1665	2333	4
1773	2239	4
1805	2089	4
3277	2539	3
3207	2745	3
2208	2346	1
3329	2524	3
3142	2116	2
3201	2184	2
3242	2475	3
1876	2078	4
1784	1930	4
3165	2191	2
1716	2627	5
3109	2403	3
2106	2462	1
1838	2014	4
1781	2583	5
3031	2565	3
1921	2410	5
1769	2517	5
1880	2570	5
2105	2382	1
3206	2093	2
3260	2097	2
1887	2495	5
1859	2184	4
1821	2582	5
3241	2588	3
3295	2153	2
2196	2393	1
3096	2707	3
1909	2105	4
1838	1949	4
1794	2591	5
2112	2253	1
3106	2623	3
1926	2530	5
3272	2753	3
1886	2056	4
1830	2457	5
3181	2754	3
1778	2583	5
3178	2110	2
1865	2341	4
3160	2174	2
1896	2497	5
3207	2116	2
1811	2022	4
1802	2573	5
1905	2686	5
3133	2141	2
1780	2390	5
2084	2333	1
3198	2650	3
3164	2127	2
1785	2657	5
3071	2454	3
1795	2224	4
3139	2125	2
2037	2358	1
2010	2358	1
2023	2360	1
3237	2210	2
1845	1999	4
3136	2624	3
1930	2072	4
3096	2653	3
3181	2045	2
3170	2434	3
3216	2612	3
2104	2378	1
3347	2567	3
1826	2577	5
1900	2226	4
1736	2596	5
1787	2547	5
2106	2395	1
1847	2147	4
3175	2146	2
1852	2489	5
1691	2176	4
3324	2162	2
2059	2289	1
2089	2341	1
1837	2213	4
1872	2538	5
3155	2645	3
3266	2160	2
2127	2389	1
1801	2190	4
2168	2486	1
3235	2515	3
3083	2574	3
3232	2197	2
1852	2437	5
3133	2689	3
3062	2536	3
1767	2410	5
1765	2524	5
3148	2610	3
3235	2136	2
1682	1985	4
3424	2581	3
1879	2144	4
1934	2631	5
1748	2292	4
2154	2318	1
3345	2663	3
1820	2559	5
3215	2050	2
1806	2312	4
3126	2549	3
3207	2092	2
1883	2100	4
2055	2364	1
3167	2186	2
3166	2089	2
3270	2111	2
3265	2222	2
3235	2242	2
1890	2627	5
3145	2055	2
3260	2074	2
2015	2150	4
3060	2643	3
3186	2529	3
1822	2524	5
2135	2443	1
3253	2691	3
2214	2389	1
3109	2234	2
3152	2168	2
3244	2196	2
3183	2091	2
3170	2118	2
1762	2366	5
3188	2718	3
3138	2102	2
3172	2582	3
1870	2458	5
1849	2333	4
3241	2469	3
2199	2427	1
2098	2427	1
2184	2453	1
1854	2661	5
2036	2352	1
1893	1898	4
1809	2553	5
3099	2689	3
1795	2451	5
1770	2537	5
1910	2634	5
1850	1973	4
3461	2537	3
3168	2110	2
3121	2615	3
3225	2053	2
1918	2500	5
2056	2374	1
2124	2321	1
3365	2417	3
3200	2593	3
3231	2696	3
1748	2594	5
3250	2141	2
1865	2592	5
3254	2181	2
3318	2149	2
1868	2678	5
2247	2285	1
1925	2375	5
1716	1984	4
3311	2704	3
3130	2184	2
1834	2064	4
1845	2599	5
1794	2096	4
1907	2574	5
3132	2550	3
3204	2166	2
3342	2593	3
3172	2051	2
1595	2047	4
1741	2682	5
1734	2485	5
3230	2045	2
3160	2571	3
1859	2625	5
1910	2539	5
1847	2459	5
2186	2422	1
3253	2164	2
1942	2074	4
2078	2307	1
1839	2093	4
2106	2441	1
2231	2393	1
1798	2069	4
1823	2564	5
2101	2354	1
2036	2318	1
3317	2507	3
3145	2748	3
1943	2541	5
1805	2481	5
1709	2195	4
1836	2207	4
1963	2455	5
1783	2599	5
1949	1952	4
3220	2109	2
3255	2608	3
3194	2149	2
1934	2091	4
1812	2535	5
1895	2103	4
1894	2614	5
3177	2233	2
3329	2556	3
2060	2304	1
2123	2279	1
2052	1941	4
2103	2320	1
1834	2507	5
3255	2132	2
2118	2386	1
2003	2721	5
2073	2385	1
1891	2574	5
2082	2441	1
3185	2688	3
1975	2630	5
1946	2507	5
1729	2094	4
1821	2580	5
1920	2037	4
2008	2572	5
3242	2652	3
1827	2145	4
1733	2528	5
2100	2441	1
1756	2024	4
3180	2510	3
3069	2413	3
2132	2384	1
1874	2243	4
1944	2611	5
3202	2473	3
1939	2612	5
3045	2557	3
3165	2034	2
1797	2188	4
1885	2542	5
1871	2082	4
2028	2319	1
3200	2170	2
1713	2528	5
1846	2552	5
2105	2422	1
2135	2373	1
3159	2109	2
2170	2356	1
1906	2286	4
1873	2638	5
2089	2396	1
1795	2638	5
2035	2443	1
1896	2196	4
3080	2448	3
3285	2569	3
3189	2087	2
3161	2152	2
1859	2649	5
3234	2034	2
1853	2123	4
2028	2067	4
3180	2136	2
3283	2745	3
2219	2354	1
1898	2281	4
3159	2444	3
3215	2529	3
2205	2509	1
1767	1960	4
1725	2019	4
1898	2647	5
3226	2548	3
1947	2515	5
1839	2444	5
1875	2083	4
3132	2615	3
1779	2622	5
1925	2132	4
3266	2437	3
2004	2112	4
1905	2555	5
3335	2473	3
3257	2115	2
1822	1997	4
3143	2524	3
3177	2074	2
1797	2532	5
3181	2148	2
3207	2601	3
1931	2216	4
1707	2615	5
3308	2629	3
1681	2067	4
2114	2272	1
2042	2456	1
3220	2034	2
1660	2498	5
3114	2141	2
2157	2412	1
3186	2447	3
2123	2406	1
3149	2002	2
1751	2071	4
2180	2325	1
3272	2621	3
3221	2182	2
3154	2237	2
3213	2099	2
2102	2282	1
1932	2585	5
3320	2606	3
3209	2257	2
3088	2653	3
2144	2478	1
3215	2107	2
1792	2468	5
3167	2128	2
2136	2382	1
3195	2229	2
1765	2061	4
2089	2267	1
1803	2201	4
3197	2460	3
3181	2577	3
2051	2295	1
1811	2505	5
3220	2106	2
1846	2457	5
1904	2586	5
1795	2543	5
1918	2563	5
1820	2545	5
3220	2525	3
1888	2085	4
2084	2387	1
1876	2623	5
2076	2306	1
1915	2605	5
2133	2331	1
1816	2525	5
1879	2055	4
2066	2315	1
2121	2284	1
1790	2625	5
3091	2514	3
3271	2581	3
3236	2102	2
1764	2262	4
2127	2376	1
1783	2536	5
1863	1995	4
3209	2178	2
1991	2334	4
1782	2236	4
3174	2536	3
3200	2729	3
1910	2275	4
2186	2494	1
3271	2526	3
1631	2052	4
1924	2586	5
3142	2499	3
2242	2323	1
3367	2641	3
1783	2131	4
1753	2203	4
1921	2084	4
1824	2597	5
1764	2606	5
1925	2444	5
2032	2383	1
3136	2126	2
1897	2535	5
2040	2334	1
1961	1999	4
1794	2268	4
1803	2213	4
1756	2106	4
3237	2561	3
3274	2034	2
1782	2005	4
1797	2095	4
2023	2503	1
3201	2155	2
2071	2438	1
3220	2167	2
3222	2741	3
1765	2108	4
3078	2531	3
3243	2591	3
2110	2520	1
2053	2260	1
3163	2674	3
1845	2662	5
