1666	1487	3
1375	1627	5
1761	1717	1
1605	1224	4
1904	1866	1
2244	1561	2
2542	1948	2
1443	1324	3
2421	1807	2
2368	1738	2
2161	1921	6
1828	1356	4
1599	1383	3
1865	1391	4
2224	1991	6
1512	1772	5
1574	1385	3
1877	1837	1
1694	1648	1
1850	1816	1
2271	2026	6
2219	1701	2
1520	1775	5
2199	1974	6
1678	1263	4
2334	2076	6
1451	1695	5
2113	1875	6
1555	1806	5
1610	1455	3
2208	1768	2
1523	1149	4
2428	1944	2
2421	2090	6
1583	1568	1
2247	1662	2
1451	1273	3
1825	1345	4
1616	1218	4
2162	1940	6
2421	1715	2
1375	1635	5
2237	1727	2
2107	1503	2
2158	1920	6
1619	1585	1
2313	2031	6
1488	1713	5
1724	1307	4
2170	1591	2
1667	1940	5
2244	2000	6
1623	1892	5
1475	1715	5
1452	1121	4
1529	1372	3
1470	1341	3
1523	1298	3
1409	1660	5
2186	1926	6
2297	2033	6
2472	1894	2
1502	1321	3
2202	1931	6
2159	1908	6
2233	1951	6
1740	1690	1
2300	1674	2
1387	1659	5
1963	1912	1
1357	1621	5
1853	1796	1
2171	1542	2
1341	1551	5
2125	1903	6
1658	1645	1
1708	1680	1
1693	1269	4
1834	1329	4
2206	1953	6
2220	1969	6
1214	1439	5
1440	1675	5
1334	1613	5
2235	1975	6
1445	1716	5
2272	1593	2
1846	1368	4
1589	1389	3
1634	1220	4
2034	1843	6
1445	1684	5
2369	2092	6
1626	1435	3
1694	1234	4
1935	1886	1
1700	1673	1
1512	1755	5
2445	1809	2
2466	2145	6
2357	1775	2
1582	1558	1
2234	1995	6
2320	1805	2
2288	2013	6
1626	1597	1
1619	1380	3
2245	1994	6
2235	1989	6
1284	1499	5
2068	1864	6
1224	1458	5
1552	1788	5
1654	1478	3
1662	1255	4
2324	2017	6
1738	1717	1
1304	1571	5
1500	1311	3
1575	1170	4
1702	1670	1
1907	1401	4
1177	1430	5
1577	1386	3
2067	1846	6
1714	1290	4
2383	1682	2
1447	1722	5
2074	1884	6
1446	1681	5
1730	1693	1
2134	1546	2
2256	1997	6
2081	1889	6
1648	1621	1
2182	1609	2
1763	1570	3
2306	1763	2
1642	1270	4
2394	2115	6
1664	1627	1
2182	1949	6
1698	1680	1
1541	1759	5
1786	1540	3
1709	1561	3
1826	1611	3
1625	1435	3
2212	1953	6
2472	1930	2
1625	1864	5
1521	1784	5
2445	1854	2
1824	1356	4
1756	1720	1
1355	1614	5
1573	1336	3
1775	1332	4
1568	1544	1
1343	1616	5
1580	1195	4
2150	1917	6
1446	1078	4
2177	1951	6
2135	1901	6
1529	1158	4
1569	1395	3
1180	1447	5
1273	1527	5
1644	1225	4
1460	1705	5
2281	2007	6
1494	1084	4
1844	1598	3
1661	1267	4
1902	1405	4
2377	1786	2
2231	1970	6
2276	1614	2
1676	1430	3
1489	1124	4
1373	1594	5
1645	1408	3
1606	1182	4
1706	1650	1
1760	1716	1
2356	1731	2
2095	1906	6
2235	1633	2
1825	1781	1
1631	1226	4
1678	1642	1
2309	1637	2
1200	1459	5
1579	1549	1
1723	1310	4
2268	1703	2
2253	1683	2
1356	1249	3
1912	1868	1
2299	2065	6
1645	1450	3
2280	1695	2
1480	1146	4
2148	1515	2
2387	1665	2
1318	1526	5
2349	1772	2
1888	1848	1
2353	1782	2
1634	1872	5
2012	1422	2
1281	1540	5
1529	1170	4
1660	1395	3
1723	1672	1
2086	1889	6
1737	1455	3
2339	2034	6
2376	2087	6
1504	1763	5
2175	1924	6
2115	1876	6
1610	1427	3
1256	1543	5
2274	1601	2
2276	2013	6
1592	1558	1
2181	1914	6
1800	1764	1
2222	1960	6
1337	1600	5
2357	1749	2
2416	1763	2
1507	1739	5
1605	1407	3
1598	1249	4
1528	1316	3
1705	1252	4
1740	1723	1
2396	2095	6
1419	1662	5
2194	1725	2
1452	1709	5
1743	1317	4
1493	1133	4
1460	1346	3
1732	1276	4
1842	1791	1
1712	1287	4
1493	1742	5
2254	1994	6
1775	1312	4
1701	1665	1
1511	1154	4
1672	1267	4
1600	1217	4
1467	1732	5
1240	1490	5
2228	1935	6
2166	1959	6
1777	1751	1
2247	1682	2
2111	1905	6
1763	1729	1
1585	1199	4
1676	1296	4
1615	1228	4
1416	1681	5
1880	1375	4
1597	1437	3
1579	1844	5
1602	1854	5
1678	1654	1
2375	1824	2
1609	1589	1
2274	1673	2
1622	1419	3
1601	1182	4
1564	1189	4
1516	1295	3
1668	1650	1
1654	1618	1
1759	1329	4
2082	1841	6
1650	1273	4
1819	1512	3
1896	1398	4
1731	1530	3
2269	1984	6
2298	1808	2
1367	1623	5
1608	1230	4
1690	1232	4
1466	1323	3
1758	1721	1
2382	1798	2
2210	1697	2
1650	1416	3
1804	1322	4
1502	1393	3
2316	1704	2
1775	1582	3
1431	1234	3
1422	1710	5
1625	1877	5
1593	1186	4
1144	1391	5
1227	1491	5
1636	1596	1
1736	1684	1
1602	1199	4
2038	1835	6
